Publishing Date,Book Name,Author,Language,Author Rating,Rating Group,Book Average Rating,Book Ratings Count,Genre,Gross Sales,Publisher Revenue, Sale Price , Price Range ,Sales Rank,Publisher ,Units Sold
2008,The White Tiger,arabicvind Adiga,english,Intermediate,3.50,3.71,"114,531",fiction," $6,711.60 "," $4,026.96 ", $7.99 , $ 7 - 8 ,132,Random House LLC,840
2008,People of the Book,Geraldine Brooks,english,Intermediate,4.00,4.00,"95,796",fiction," $1,291.92 ", $775.15 , $7.69 , $ 7 - 8 ,531,Penglishuin Group (USA) LLC,"4,536"
2008,The Knife of Never Letting Go,Patrick Ness,english,Intermediate,4.00,3.96,"99,638",fiction," $1,136.02 ", $681.61 , $7.19 , $ 7 - 8 ,575,"Amazon Digital Services,  Inc.","4,266"
2008,Duma Key,Stephen King,english - US,Intermediate,4.00,3.93,"73,807",fiction, $844.74 , $506.84 , $7.41 , $ 7 - 8 ,969,Macmillan,"2,889"
2008,The 3 Mistakes of My Life,Chetan Bhagat,english,Intermediate,3.00,2.97,"53,331",fiction, $894.88 , $536.93 , $7.99 , $ 7 - 8 ,1032,Random House LLC,"4,440"
2008,Change of Heart,Jodi Picoult,english - US,Intermediate,4.00,3.91,"86,471",fiction, $990.35 , $594.21 , $6.83 , $ 6 - 7 ,634,Simon and Schuster Digital Sales Inc,"3,915"
2008,The Likeness,Tana frenchnch,english,Excellent,4.00,4.05,"72,480",fiction, $803.85 , $482.31 , $6.99 , $ 6 - 7 ,920,Penglishuin Group (USA) LLC,"2,916"
2008,Gone,Michael  Grant,english,Intermediate,4.00,3.85,"144,606",fiction," $3,678.30 "," $2,206.98 ", $5.49 , $ 5 - 6 ,166,"Amazon Digital Services,  Inc.",670
2008,The Hero of Ages,Brandon Sanderson,english,Famous,4.50,4.46,"143,622",nonfiction," $5,826.64 "," $3,495.98 ", $4.21 , $ 4 - 5 ,75,"Amazon Digital Services,  Inc.","1,384"
2008,Firefly Lane,Kristin Hannah,english - US,Intermediate,4.00,4.04,"121,966",fiction," $3,218.55 ", $-   , $4.99 , $ 4 - 5 ,171,"Amazon Digital Services,  Inc.",645
2008,Last Argument of Kings,Joe Abercrombie,english,Excellent,4.50,4.26,"65,068",fiction, $568.86 , $341.32 , $4.99 , $ 4 - 5 ,952,Macmillan,"2,916"
2008,Chasing Harry Winston,Lauren Weisberger,english,Novice,3.50,3.32,"63,342",fiction, $558.88 , $335.33 , $4.99 , $ 4 - 5 ,1042,Random House LLC,"4,440"
2008,Grip of the Shadow Plague,Brandon Mull,english,Excellent,4.50,4.26,"65,638",fiction, $548.90 , $-   , $4.99 , $ 4 - 5 ,1089,"Amazon Digital Services,  Inc.","4,360"
2008,The Forgotten Garden,Kate Morton,english - GB,Intermediate,4.00,4.12,"138,377",fiction," $4,907.70 ", $-   , $3.99 , $ 3 - 4 ,85,"Amazon Digital Services,  Inc.","1,230"
2008,Unaccustomed Earth,Jhumpa Lahiri,english,Excellent,4.00,4.11,"60,126",fiction, $458.85 , $-   , $3.99 , $ 3 - 4 ,903,"Amazon Digital Services,  Inc.","28,296"
2008,The Painted Man,Peter V. Brett,english,Excellent,4.50,4.27,"64,416",fiction, $454.86 , $272.92 , $3.99 , $ 3 - 4 ,966,"Amazon Digital Services,  Inc.","2,889"
2008,Zeitoun,Dave Eggers,,Excellent,4.00,4.08,"55,398",fiction, $408.74 , $-   , $3.82 , $ 3 - 4 ,1214,"Amazon Digital Services,  Inc.",107
2008,Crazy Love: Overwhelmed by a Relentless God,"Francis Chan, Danae Yankoski, Chris Tomlin",english,Intermediate,4.00,4.15,"106,351",fiction," $1,064.44 ", $638.66 , $2.99 , $ 2 - 3 ,286,Macmillan,356
2008,Lock and Key,Sarabich Dessen,english,Excellent,4.00,4.01,"120,475",nonfiction, $885.04 , $531.02 , $2.99 , $ 2 - 3 ,322,"Amazon Digital Services,  Inc.",296
2008,The Way of Shadows,Brent Weeks,english - US,Excellent,4.00,4.15,"109,236",fiction, $744.51 , $446.71 , $2.99 , $ 2 - 3 ,351,Random House LLC,249
2008,Rodrick Rules,Jeff Kinney,english - US,Excellent,4.00,4.10,"91,831",fiction, $478.40 , $-   , $2.99 , $ 2 - 3 ,567,"Amazon Digital Services,  Inc.","4,320"
2008,The Story of Edgar Sawtelle,David Wroblewski,english,Intermediate,3.50,3.60,"70,382",nonfiction, $343.85 , $-   , $2.99 , $ 2 - 3 ,910,"Amazon Digital Services,  Inc.","2,943"
2009,Along for the Ride,Sarabich Dessen,english,Intermediate,4.00,4.08,"151,721",fiction," $9,412.15 "," $5,647.29 ", $11.99 , $ 11 - 12 ,143,Penglishuin Group (USA) LLC,785
2009,Fire,Kristin Cashore,english - US,Excellent,4.00,4.12,"98,180",fiction," $2,457.95 "," $1,474.77 ", $11.99 , $ 11 - 12 ,439,Penglishuin Group (USA) LLC,"5,535"
2009,An Echo in the Bone,Diana Gabaldon,english,Famous,4.50,4.42,"68,854",fiction," $1,391.13 ", $834.68 , $11.89 , $ 11 - 12 ,854,Simon and Schuster Digital Sales Inc,"32,184"
2009,The Sweetness at the Bottom of the Pie,Alan Bradley,english,Intermediate,4.00,3.81,"99,841",fiction," $1,757.25 "," $1,054.35 ", $10.65 , $ 10 - 11 ,545,Penglishuin Group (USA) LLC,"4,455"
2009,New Moon: The Complete Illustrated Movie Companion,Mark Cotta Vaz,english - US,Excellent,4.50,4.34,"82,399",fiction," $1,560.58 ", $936.35 , $10.99 , $ 10 - 11 ,647,Penglishuin Group (USA) LLC,"61,560"
2009,Vision in White,Nora Roberts,english,Excellent,4.00,4.10,"103,933",fiction, $437.80 , $262.68 , $1.99 , $ 1 - 2 ,409,Random House LLC,"5,940"
2009,Have a Little Faith: A True Story,Mitch Albom,english - US,Excellent,4.00,4.16,"60,002",nonfiction, $220.89 , $132.53 , $1.99 , $ 1 - 2 ,1066,Hachette Book Group,"4,400"
2009,The Magicians,Lev Grossman,english,Novice,3.50,3.47,"147,908",fiction," $1,675.08 "," $1,005.05 ", $0.99 , $ 0 - 1 ,55,Macmillan,"1,692"
2009,The Short Second Life of Bree Tanner,Stephenie Meyer,english,Intermediate,3.50,3.51,"145,874",fiction, $461.34 , $-   , $0.99 , $ 0 - 1 ,220,"Amazon Digital Services,  Inc.",466
2009,This Is Where I Leave You,Jonathan Tropper,english,Intermediate,4.00,3.88,"98,645",fiction, $346.50 , $-   , $0.99 , $ 0 - 1 ,290,"Amazon Digital Services,  Inc.",350
2009,The Happiness Project,Gretchen Rubin,english,Intermediate,3.50,3.57,"94,456",fiction, $177.21 , $106.33 , $0.99 , $ 0 - 1 ,491,"Amazon Digital Services,  Inc.","4,833"
2009,The Strain,"Guillermo del Toro, Chuck Hogan",english - US,Intermediate,4.00,3.77,"58,631",fiction, $107.91 , $64.75 , $0.99 , $ 0 - 1 ,1132,"Amazon Digital Services,  Inc.","4,280"
2009,Smile,Raina Telgemeier,english,Excellent,4.00,4.19,"98,628",fiction," $2,618.07 "," $1,570.84 ", $9.59 , $ 9 - 10 ,336,HarperCollins Publishers,273
2009,HundraÃ¥ringen som klev ut genom fÃ¶nstret och fÃ¶rsvann,"Jonas Jonasson, Rod Bradbury",english - GB,Intermediate,4.00,3.81,"92,275",fiction," $5,200.65 "," $3,120.39 ", $8.89 , $ 8 - 9 ,183,Macmillan,585
2009,Twilight Director's Notebook,Catherine Hardwicke,english - US,Excellent,4.00,4.20,"88,847",fiction," $1,726.08 "," $1,035.65 ", $8.99 , $ 8 - 9 ,465,HarperCollins Publishers,"5,184"
2009,Handle with Care,Jodi Picoult,english,Intermediate,4.00,3.96,"90,138",fiction," $1,420.42 ", $852.25 , $8.99 , $ 8 - 9 ,577,HarperCollins Publishers,"4,266"
2009,Wolf Hall,Hilary Mantel,english,Intermediate,4.00,3.85,"102,936",fiction," $2,468.49 "," $1,481.09 ", $7.69 , $ 7 - 8 ,307,Penglishuin Group (USA) LLC,321
2009,"Superfrenchakonomics: Global Cooling, Patriotic Prostitutes, and Why Suicide Bombers Should Buy Life Insurance","Steven D. Levitt, Stephen J. Dubner",english - US,Intermediate,4.00,3.95,"85,006",fiction," $1,176.57 ", $705.94 , $7.69 , $ 7 - 8 ,600,Penglishuin Group (USA) LLC,"4,131"
2009,What the Dog Saw and Other Adventures,Malcolm Gladwell,english,Intermediate,4.00,3.82,"65,277",fiction, $876.66 , $526.00 , $7.69 , $ 7 - 8 ,950,Random House LLC,"2,916"
2009,The Year of the Flood,Margaret Atwood,english,Excellent,4.00,4.05,"68,597",fiction, $894.88 , $536.93 , $7.99 , $ 7 - 8 ,1024,Simon and Schuster Digital Sales Inc,"4,480"
2009,Shanghai Girls,Lisa See,english,Intermediate,4.00,3.87,"106,729",nonfiction," $2,152.92 "," $1,291.75 ", $6.99 , $ 6 - 7 ,315,Penglishuin Group (USA) LLC,308
2009,The Big Short: Inside the Doomsday Machine,Michael   Lewis,english - US,Excellent,4.50,4.26,"37,090",fiction," $1,216.26 ", $729.76 , $6.99 , $ 6 - 7 ,502,Simon and Schuster Digital Sales Inc,"4,698"
2009,Two States,Chetan Bhagat,english,Intermediate,3.50,3.42,"67,866",fiction, $836.40 , $501.84 , $6.15 , $ 6 - 7 ,675,"Amazon Digital Services,  Inc.","53,352"
2009,The Awakening,Kelley Armstrong,english,Excellent,4.00,4.16,"95,026",fiction, $761.10 , $456.66 , $6.45 , $ 6 - 7 ,802,Simon and Schuster Digital Sales Inc,"36,072"
2009,Thoughtless,S.C. Stephens,english,Excellent,4.00,4.12,"90,483",fiction," $1,114.14 ", $668.48 , $5.99 , $ 5 - 6 ,478,Penglishuin Group (USA) LLC,"5,022"
2009,"Born to Run: A Hidden Tribe, Superathletes, and the Greatest Race the World Has Never Seen",Christopher McDougall,english,Intermediate,4.50,4.27,"109,642",fiction," $3,642.70 ", $-   , $4.99 , $ 4 - 5 ,154,"Amazon Digital Services,  Inc.",730
2009,Dead and Gone,Charlaine Harris,english,Intermediate,4.00,4.01,"145,157",fiction," $2,175.64 "," $1,305.38 ", $4.99 , $ 4 - 5 ,238,Random House LLC,436
2009,Twenties Girl,Sophie Kinsella,english,Intermediate,4.00,3.82,"119,105",fiction," $2,070.85 "," $1,242.51 ", $4.99 , $ 4 - 5 ,251,Random House LLC,415
2009,The White Queen,Philippa Gregory,english,Intermediate,4.00,3.90,"119,739",fiction," $1,685.04 "," $1,011.02 ", $4.13 , $ 4 - 5 ,255,"Amazon Digital Services,  Inc.",408
2009,Hunted,"P.C. Cast, Kristin Cast",english,Intermediate,4.00,3.93,"138,103",fiction," $1,871.25 "," $1,122.75 ", $4.99 , $ 4 - 5 ,275,Random House LLC,375
2009,Het diner,"Herman Koch, Sam Garrett",english,Novice,3.00,3.22,"74,979",fiction, $848.30 , $-   , $4.99 , $ 4 - 5 ,520,"Amazon Digital Services,  Inc.","4,590"
2009,"Lover Enshrined, part two",J.R. Ward,english,Excellent,4.50,4.38,"84,650",children, $493.90 , $296.34 , $4.49 , $ 4 - 5 ,1123,Macmillan,"4,280"
2009,The Gathering Storm,"Robert Jordan, Brandon Sanderson",english,Excellent,4.50,4.34,"94,095",fiction, $750.12 , $-   , $3.99 , $ 3 - 4 ,473,"Amazon Digital Services,  Inc.","5,076"
2009,Pride and Prejudice and Zombies,"Seth Grahame-Smith, Jane Austen",english,Novice,3.50,3.28,"103,995",fiction, $615.02 , $369.01 , $3.82 , $ 3 - 4 ,562,"Amazon Digital Services,  Inc.","4,347"
2009,The Summer I Turned Pretty,Jenny Han,english - US,Intermediate,4.00,3.96,"104,730",fiction, $610.47 , $-   , $3.99 , $ 3 - 4 ,596,"Amazon Digital Services,  Inc.","4,131"
2009,The Last Straw,Jeff Kinney,english,Excellent,4.00,4.11,"82,518",fiction, $502.74 , $-   , $3.99 , $ 3 - 4 ,719,"Amazon Digital Services,  Inc.","46,440"
2009,Dog Days,Jeff Kinney,english - US,Excellent,4.00,4.14,"78,592",fiction, $474.81 , $-   , $3.99 , $ 3 - 4 ,764,"Amazon Digital Services,  Inc.","39,744"
2009,Her Fearful Symmetry,Audrey Niffenegger,english - GB,Novice,3.00,3.23,"63,737",nonfiction, $416.90 , $250.14 , $3.79 , $ 3 - 4 ,1120,HarperCollins Publishers,"4,280"
2009,ã„ã¡ãã‚…ã†ã¯ã¡ã‚ˆã‚“ [Ichi-KyÅ«-Hachi-Yon],"Haruki Murakami, Jay Rubin, Philip Gabriel",english,Intermediate,4.00,3.89,"125,195",fiction," $2,661.10 ", $-   , $2.99 , $ 2 - 3 ,122,"Amazon Digital Services,  Inc.",890
2009,Let the Great World Spin,Colum McCann,english - US,Intermediate,4.00,3.93,"71,515",fiction, $394.68 , $-   , $2.99 , $ 2 - 3 ,692,"Amazon Digital Services,  Inc.","51,192"
2009,Wintergirls,Laurie Halse Anderson,english,Intermediate,4.00,3.98,"87,665",fiction, $352.82 , $-   , $2.99 , $ 2 - 3 ,819,"Amazon Digital Services,  Inc.","34,992"
2009,Horns,Joe Hill,english - US,Intermediate,4.00,3.92,"66,287",nonfiction, $334.88 , $200.93 , $2.99 , $ 2 - 3 ,1022,Hachette Book Group,"4,480"
2009,Winter Garden,Kristin Hannah,english - GB,Excellent,4.00,4.13,"66,577",fiction, $334.88 , $-   , $2.99 , $ 2 - 3 ,1027,"Amazon Digital Services,  Inc.","4,480"
2009,The Walking Dead Compendium Volume 1,Robert Kirkman,english,Famous,4.50,4.43,"57,764",fiction, $331.89 , $-   , $2.99 , $ 2 - 3 ,1078,"Amazon Digital Services,  Inc.","4,360"
2009,Brooklyn,Colm TÃ³ibÃ­n,english,Intermediate,3.50,3.63,"55,459",fiction," $1,659.96 ", $995.98 , $15.37 , $ 15 - 16 ,1168,"Amazon Digital Services,  Inc.",108
2010,House Rules,Jodi Picoult,english - US,Intermediate,4.00,4.01,"111,239",nonfiction," $4,084.35 "," $2,450.61 ", $11.19 , $ 11 - 12 ,281,HarperCollins Publishers,365
2010,Cabin Fever,Jeff Kinney,english,Excellent,4.00,4.21,"63,347",nonfiction," $1,330.89 ", $798.53 , $11.99 , $ 11 - 12 ,1053,Penglishuin Group (USA) LLC,"4,400"
2010,Orange Is the New Black: My Year in a Women's Prison,Piper Kerman,english,Intermediate,3.50,3.70,"127,186",fiction," $2,388.00 ", $-   , $1.99 , $ 1 - 2 ,87,"Amazon Digital Services,  Inc.","1,200"
2010,Just Kids,Patti Smith,english - US,Intermediate,4.00,4.14,"106,542",fiction, $766.15 , $459.69 , $1.99 , $ 1 - 2 ,269,Random House LLC,385
2010,Linger,Maggie Stiefvater,english - US,Intermediate,4.00,3.91,"125,363",fiction, $376.11 , $-   , $1.99 , $ 1 - 2 ,471,"Amazon Digital Services,  Inc.","5,103"
2010,Towers of Midnight,"Robert Jordan, Brandon Sanderson",english - US,Famous,4.50,4.42,"91,383",fiction, $344.27 , $206.56 , $1.99 , $ 1 - 2 ,505,"Amazon Digital Services,  Inc.","4,671"
2010,Beautiful Darkness,"Kami Garcia, Margaret Stohl",english - US,Intermediate,4.00,3.84,"95,447",nonfiction, $260.69 , $156.41 , $1.99 , $ 1 - 2 ,700,HarperCollins Publishers,"49,248"
2010,Last Sacrifice ,Richelle Mead,english,Famous,4.50,4.42,"206,792",fiction," $3,431.34 ", $-   , $0.99 , $ 0 - 1 ,13,"Amazon Digital Services,  Inc.","3,466"
2010,The Way of Kings,Brandon Sanderson,english,Famous,4.50,4.64,"144,822",fiction," $2,178.00 ", $-   , $0.99 , $ 0 - 1 ,32,"Amazon Digital Services,  Inc.","2,200"
2010,"The Iron King (The Iron Fey, #1) ",Julie Kagawa,english,Intermediate,4.00,3.92,"158,063",fiction, $420.75 , $252.45 , $0.99 , $ 0 - 1 ,245,Macmillan,425
2010,Abraham Lincoln: Vampire Hunter,Seth Grahame-Smith,english - US,Intermediate,3.50,3.70,"106,336",fiction, $344.52 , $-   , $0.99 , $ 0 - 1 ,291,"Amazon Digital Services,  Inc.",348
2010,The Best of Me,Nicholas spanishrks,english - US,Intermediate,4.00,3.91,"103,915",fiction, $307.89 , $184.73 , $0.99 , $ 0 - 1 ,313,"Amazon Digital Services,  Inc.",311
2010,Steal Like an Artist,Austin Kleon,english - US,Intermediate,4.00,3.86,"93,625",fiction, $130.68 , $78.41 , $0.99 , $ 0 - 1 ,694,"Amazon Digital Services,  Inc.","50,328"
2010,The Forty Rules of Love,"Elif Shafak, Ø¥Ù„ÙŠÙ Ø´Ø§ÙØ§Ù‚, Ø§Ø±Ø³Ù„Ø§Ù† ÙØµÛŒØ­ÛŒ, Ù…Ø­Ù…Ø¯ Ø¯Ø±ÙˆÙŠØ´",english,Excellent,4.00,4.17,"35,283",fiction, $119.79 , $71.87 , $0.99 , $ 0 - 1 ,743,"Amazon Digital Services,  Inc.","43,416"
2010,é€²æ’ƒã®å·¨äºº 1,"Hajime Isayama, Sheldon Drzka",english,Famous,4.50,4.42,"82,565",fiction, $118.80 , $71.28 , $0.99 , $ 0 - 1 ,748,"Amazon Digital Services,  Inc.","42,552"
2010,The Ugly Truth,Jeff Kinney,english - US,Excellent,4.00,4.16,"68,701",nonfiction, $111.87 , $67.12 , $0.99 , $ 0 - 1 ,990,"Amazon Digital Services,  Inc.","2,889"
2010,frenchedom,Jonathan Franzen,english - US,Intermediate,3.50,3.73,"119,213",fiction," $6,871.40 "," $4,122.84 ", $7.99 , $ 7 - 8 ,128,Random House LLC,860
2010,Sh*t My Dad Says,Justin Halpern,,Intermediate,4.00,3.98,"102,560",nonfiction," $2,775.00 "," $1,665.00 ", $7.50 , $ 7 - 8 ,278,Hachette Book Group,370
2010,Life,Keith Richards,english - GB,Intermediate,4.00,3.84,"60,409",fiction, $926.84 , $556.10 , $7.99 , $ 7 - 8 ,900,Random House LLC,"28,512"
2010,Heist Society,Ally Carter,english - US,Intermediate,4.00,3.91,"75,834",fiction, $854.93 , $512.96 , $7.99 , $ 7 - 8 ,1201,Random House LLC,107
2010,Dead in the Family,Charlaine Harris,english - US,Intermediate,4.00,3.88,"127,379",fiction," $1,494.45 ", $896.67 , $6.15 , $ 6 - 7 ,364,"Amazon Digital Services,  Inc.",243
2010,Heart of the Matter,Emily Giffin,english - US,Intermediate,3.50,3.73,"83,461",fiction, $910.48 , $546.29 , $5.99 , $ 5 - 6 ,603,Simon and Schuster Digital Sales Inc,"4,104"
2010,Switched,Amanda Hocking,english,Intermediate,4.00,3.89,"45,319",fiction, $640.93 , $384.56 , $5.99 , $ 5 - 6 ,1217,Macmillan,107
2010,"Full Dark, No Stars",Stephen King,english - US,Excellent,4.00,4.03,"60,672",fiction, $640.93 , $384.56 , $5.99 , $ 5 - 6 ,1236,Random House LLC,107
2010,A Visit From the Goon Squad,Jennifer Egan,english,Intermediate,3.50,3.64,"120,126",fiction," $4,690.60 "," $2,814.36 ", $4.99 , $ 4 - 5 ,112,Macmillan,940
2010,"Lover Avenglished, part one",J.R. Ward,english,Famous,4.50,4.41,"82,824",fiction, $543.91 , $-   , $4.99 , $ 4 - 5 ,1160,"Amazon Digital Services,  Inc.",109
2010,Chelsea Chelsea Bang Bang,Chelsea Handler,english - US,Intermediate,4.00,3.81,"55,355",children, $477.00 , $286.20 , $4.50 , $ 4 - 5 ,1241,"Amazon Digital Services,  Inc.",106
2010,Torment,Lauren Kate,english,Intermediate,4.00,3.89,"174,393",fiction," $5,705.70 ", $-   , $3.99 , $ 3 - 4 ,72,"Amazon Digital Services,  Inc.","1,430"
2010,The Passage,Justin Cronin,english,Intermediate,4.00,4.04,"126,993",fiction," $3,172.05 ", $-   , $3.99 , $ 3 - 4 ,141,"Amazon Digital Services,  Inc.",795
2010,The DUFF: Designated Ugly Fat Friend,Kody Keplinger,english - US,Intermediate,4.00,3.86,"136,736",fiction," $1,181.04 ", $-   , $3.99 , $ 3 - 4 ,322,"Amazon Digital Services,  Inc.",296
2010,Hex Hall,Rachel Hawkins,english,Intermediate,4.00,3.96,"109,881",fiction, $526.68 , $-   , $3.99 , $ 3 - 4 ,693,"Amazon Digital Services,  Inc.","50,544"
2010,Warm Bodies,Isaac Marion,,Intermediate,4.00,3.93,"66,381",fiction, $486.78 , $292.07 , $3.99 , $ 3 - 4 ,740,"Amazon Digital Services,  Inc.","43,848"
2010,The Reckoning,Kelley Armstrong,english - GB,Excellent,4.00,4.21,"92,922",fiction, $466.83 , $-   , $3.99 , $ 3 - 4 ,826,"Amazon Digital Services,  Inc.","34,560"
2010,The Black Prism,Brent Weeks,english - US,Excellent,4.00,4.24,"58,906",fiction, $430.92 , $-   , $3.99 , $ 3 - 4 ,1199,"Amazon Digital Services,  Inc.",108
2010,Burned: A House of Night Novel,"P.C. Cast, Kristin Cast",english,Intermediate,4.00,3.98,"120,763",fiction," $1,019.59 ", $-   , $2.99 , $ 2 - 3 ,295,"Amazon Digital Services,  Inc.",341
2010,Major Pettigrew's Last Stand,Helen Simonson,english,Intermediate,4.00,3.87,"97,745",fiction, $660.79 , $396.47 , $2.99 , $ 2 - 3 ,408,Simon and Schuster Digital Sales Inc,"5,967"
2010,Rework,"Jason Fried, David Heinemeier Hansson",english,Intermediate,4.00,3.93,"88,626",fiction, $517.27 , $310.36 , $2.99 , $ 2 - 3 ,509,Simon and Schuster Digital Sales Inc,"4,671"
2010,The Immortals of Meluha,Amish Tripathi,english,Intermediate,4.00,4.00,"62,784",fiction, $418.60 , $251.16 , $2.99 , $ 2 - 3 ,658,"Amazon Digital Services,  Inc.","56,808"
2010,It's Not Summer Without You,Jenny Han,english - US,Excellent,4.00,4.14,"80,367",fiction, $346.84 , $-   , $2.99 , $ 2 - 3 ,868,"Amazon Digital Services,  Inc.","31,536"
2010,The Iron Daughter,Julie Kagawa,english,Excellent,4.00,4.13,"93,340",fiction, $331.89 , $-   , $2.99 , $ 2 - 3 ,1060,"Amazon Digital Services,  Inc.","4,400"
2010,A Dog's Purpose ,W. Bruce Cameron,english - US,Excellent,4.50,4.35,"65,091",fiction, $328.90 , $-   , $2.99 , $ 2 - 3 ,1105,"Amazon Digital Services,  Inc.","4,320"
2010,Out of My Mind,Sharon M. Draper,english - US,Excellent,4.50,4.37,"63,756",nonfiction, $319.93 , $-   , $2.99 , $ 2 - 3 ,1215,"Amazon Digital Services,  Inc.",107
2010,Saving CeeCee Honeycutt,"Beth Hoffman, Jenna Lamia",english,Intermediate,4.00,3.92,"54,341",fiction, $316.94 , $-   , $2.99 , $ 2 - 3 ,1253,"Amazon Digital Services,  Inc.",106
2011,Inheritance,Christopher Paolini,english - US,Intermediate,4.00,4.08,"146,905",nonfiction," $10,731.05 "," $6,438.63 ", $11.99 , $ 11 - 12 ,121,Random House LLC,895
2011,Obsidian,Jennifer L. Armentrout,english,Intermediate,4.00,4.23,"164,832",fiction," $5,191.67 "," $3,115.00 ", $11.99 , $ 11 - 12 ,240,Penglishuin Group (USA) LLC,433
2011,David and Goliath,Malcolm Gladwell,english,Intermediate,4.00,3.90,"90,083",nonfiction," $2,509.30 "," $1,505.58 ", $10.91 , $ 10 - 11 ,389,Random House LLC,"6,210"
2011, A Monster Calls ,"Patrick Ness, Jim Kay, Siobhan Dowd",english,Excellent,4.50,4.36,"104,579",fiction," $1,842.45 "," $1,105.47 ", $10.65 , $ 10 - 11 ,505,Random House LLC,"4,671"
2011,The Unbecoming of Marabic Dyer,Michelle Hodkin,english,Excellent,4.00,4.09,"83,847",fiction," $1,879.29 "," $1,127.57 ", $10.99 , $ 10 - 11 ,516,Macmillan,"4,617"
2011,The Power of Six,Pittacus Lore,english,Excellent,4.00,4.17,"97,938",fiction," $1,843.79 "," $1,106.27 ", $10.91 , $ 10 - 11 ,526,Macmillan,"4,563"
2011,The Art of Fielding,Chad Harbach,english,Intermediate,4.00,3.99,"81,712",fiction, $324.37 , $194.62 , $1.99 , $ 1 - 2 ,551,"Amazon Digital Services,  Inc.","4,401"
2011,Between Shades of Gray,Ruta Sepetys,english,Excellent,4.50,4.36,"87,718",fiction, $236.81 , $142.09 , $1.99 , $ 1 - 2 ,761,"Amazon Digital Services,  Inc.","40,176"
2011,Unearthly,Cynthia Hand,english - US,Excellent,4.00,4.06,"99,942",fiction, $232.83 , $139.70 , $1.99 , $ 1 - 2 ,857,Hachette Book Group,"31,968"
2011,Beautiful Chaos,"Kami Garcia, Margaret Stohl, Paz Pruneda",english - US,Intermediate,4.00,3.95,"69,709",fiction, $222.88 , $133.73 , $1.99 , $ 1 - 2 ,1050,Hachette Book Group,"4,400"
2011,The Language of Flowers,Vanessa Diffenbaugh,english,Intermediate,4.00,4.07,"140,076",fiction," $1,964.16 "," $1,178.50 ", $0.99 , $ 0 - 1 ,36,"Amazon Digital Services,  Inc.","1,984"
2011,"Thinking, Fast and Slow",Daniel Kahneman,english,Intermediate,4.00,4.08,"136,950",fiction," $1,157.31 ", $694.39 , $0.99 , $ 0 - 1 ,89,"Amazon Digital Services,  Inc.","1,169"
2011,I've Got Your Number,Sophie Kinsella,english,Intermediate,4.00,3.93,"144,533",fiction, $960.30 , $-   , $0.99 , $ 0 - 1 ,106,"Amazon Digital Services,  Inc.",970
2011,Crossed,Ally Condie,english,Intermediate,3.50,3.52,"100,886",fiction, $841.50 , $504.90 , $0.99 , $ 0 - 1 ,130,"Amazon Digital Services,  Inc.",850
2011,Bloodlines,Richelle Mead,english - US,Intermediate,4.00,4.22,"140,599",fiction, $413.82 , $248.29 , $0.99 , $ 0 - 1 ,249,Macmillan,418
2011,"In the Garden of Beasts: Love, Terror, and an American Family in Hitler's Berlin",Erik Larson,english,Intermediate,4.00,3.81,"110,481",fiction, $392.04 , $235.22 , $0.99 , $ 0 - 1 ,262,"Amazon Digital Services,  Inc.",396
2011,The Sense of an Ending,Julian Barnes,english,Intermediate,3.50,3.70,"94,968",fiction, $306.90 , $-   , $0.99 , $ 0 - 1 ,314,"Amazon Digital Services,  Inc.",310
2011,Angelfall,Susan Ee,english - US,Excellent,4.00,4.19,"73,886",fiction, $194.04 , $-   , $0.99 , $ 0 - 1 ,457,"Amazon Digital Services,  Inc.","5,292"
2011,Attachments,Rainbow Rowell,english,Intermediate,4.00,3.95,"105,414",fiction, $170.28 , $102.17 , $0.99 , $ 0 - 1 ,511,"Amazon Digital Services,  Inc.","4,644"
2011,Effortless,S.C. Stephens,english,Excellent,4.50,4.37,"83,085",fiction, $160.38 , $96.23 , $0.99 , $ 0 - 1 ,558,"Amazon Digital Services,  Inc.","4,374"
2011,Dead Reckoning,Charlaine Harris,english,Intermediate,4.00,3.77,"87,066",nonfiction, $117.81 , $70.69 , $0.99 , $ 0 - 1 ,770,"Amazon Digital Services,  Inc.","38,448"
2011,Go the Fuck to Sleep,"Adam Mansbach, Ricardo CortÃ©s",english,Excellent,4.50,4.26,"71,816",fiction, $113.85 , $68.31 , $0.99 , $ 0 - 1 ,930,"Amazon Digital Services,  Inc.","2,916"
2011,The Tiger's Wife,TÃ©a Obreht,english,Novice,3.50,3.37,"66,104",fiction, $113.85 , $-   , $0.99 , $ 0 - 1 ,936,"Amazon Digital Services,  Inc.","2,916"
2011,Catherine the Great: Portrait of a Woman,Robert K. Massie,english - CA,Intermediate,4.00,3.91,"66,591",fiction, $110.88 , $-   , $0.99 , $ 0 - 1 ,1023,"Amazon Digital Services,  Inc.","4,480"
2011,The Lean Startupâ€Ž,Eric Ries,english - US,Excellent,4.00,4.04,"86,284",fiction, $110.88 , $66.53 , $0.99 , $ 0 - 1 ,1036,"Amazon Digital Services,  Inc.","4,440"
2011,The Secret of the Nagas.,Amish Tripathi,english,Intermediate,4.00,3.98,"50,158",fiction, $109.89 , $65.93 , $0.99 , $ 0 - 1 ,1069,"Amazon Digital Services,  Inc.","4,360"
