Publishing Date,Book Name,Author,Language,Author Rating,Rating Group,Book Average Rating,Book Ratings Count,Genre,Gross Sales,Publisher Revenue, Sale Price , Price Range ,Sales Rank,Publisher ,Units Sold
2014,Gray Mountain,John Grisham,english,Intermediate,3.50,3.52,"37,379",nonfiction, $104.94 , $62.96 , $0.99 , $ 0 - 1 ,1268,"Amazon Digital Services,  Inc.",106
2014,The Storied Life of A.J. Fikry,Gabrielle Zevin,english,Intermediate,4.00,3.98,"115,393",fiction," $5,444.75 "," $3,266.85 ", $7.51 , $ 7 - 8 ,155,Random House LLC,725
2014,The Good Girl,Mary Kubica,english,Intermediate,4.00,3.81,"100,936",fiction," $2,620.72 "," $1,572.43 ", $7.99 , $ 7 - 8 ,303,Random House LLC,328
2014,Hollow City,Ransom Riggs,english,Excellent,4.00,4.07,"73,149",fiction," $1,642.65 ", $985.59 , $6.99 , $ 6 - 7 ,380,Penglishuin Group (USA) LLC,235
2014,Maybe Someday,Colleen Hoover,english,Excellent,4.50,4.33,"81,707",fiction, $969.86 , $581.92 , $6.83 , $ 6 - 7 ,649,Random House LLC,"61,128"
2014,The Bone Clocks,David Mitchell,english,Intermediate,4.00,3.81,"53,151",fiction, $781.96 , $469.18 , $6.92 , $ 6 - 7 ,1001,Random House LLC,"2,862"
2014,Ugly Love,Colleen Hoover,english,Excellent,4.50,4.30,"107,583",fiction, $808.65 , $485.19 , $5.99 , $ 5 - 6 ,681,Random House LLC,"52,488"
2014,Not that Kind of Girl,"Lena Dunham, Joana Avillez",english,Novice,3.50,3.33,"88,251",nonfiction," $1,245.92 ", $747.55 , $5.99 , $ 5 - 6 ,434,Random House LLC,"5,616"
2014,City of Heavedutchy Fire,Cassandra Clare,english,Famous,4.50,4.48,"177,796",fiction," $6,676.62 ", $-   , $4.99 , $ 4 - 5 ,78,"Amazon Digital Services,  Inc.","1,338"
2014,Revival,Stephen King,english - US,Intermediate,4.00,3.75,"53,662",fiction, $568.86 , $-   , $4.99 , $ 4 - 5 ,953,"Amazon Digital Services,  Inc.","2,916"
2014,The Boston Girl,Anita Diamant,english,Intermediate,4.00,3.79,"51,603",fiction, $548.90 , $-   , $4.99 , $ 4 - 5 ,1120,"Amazon Digital Services,  Inc.","4,280"
2014,Everything I Never Told You,Celeste Ng,english,Intermediate,4.00,3.78,"108,703",fiction," $3,112.20 ", $-   , $3.99 , $ 3 - 4 ,144,"Amazon Digital Services,  Inc.",780
2014,Landline,Rainbow Rowell,english,Intermediate,3.50,3.55,"113,805",fiction," $1,300.74 ", $-   , $3.99 , $ 3 - 4 ,304,"Amazon Digital Services,  Inc.",326
2014,The Infinite Sea,Rick Yancey,english,Intermediate,4.00,3.94,"78,314",fiction, $454.86 , $-   , $3.99 , $ 3 - 4 ,973,"Amazon Digital Services,  Inc.","2,889"
2014,The Slow Regard of Silent Things,"Patrick Rothfuss, Nate  Taylor",english,Intermediate,4.00,3.92,"57,716",fiction, $434.91 , $-   , $3.99 , $ 3 - 4 ,1156,"Amazon Digital Services,  Inc.","4,240"
2014,Cress,Marissa Meyer,english,Famous,4.50,4.46,"162,069",nonfiction," $1,154.14 ", $692.48 , $2.99 , $ 2 - 3 ,268,Macmillan,386
2014,Words of Radiance,Brandon Sanderson,english,Famous,5.00,4.77,"73,572",fiction, $741.52 , $444.91 , $2.99 , $ 2 - 3 ,354,HarperCollins Publishers,248
2014,I'll Give You the Sun,Jandy Nelson,english,Excellent,4.00,4.14,"140,937",fiction, $583.05 , $349.83 , $2.99 , $ 2 - 3 ,460,Simon and Schuster Digital Sales Inc,"5,265"
2014,Four: A Divergent Collection,Veronica Roth,english,Excellent,4.00,4.10,"97,058",fiction, $475.41 , $-   , $2.99 , $ 2 - 3 ,570,"Amazon Digital Services,  Inc.","4,293"
2014,The Book of Life,Deborah Harkness,english,Excellent,4.00,4.15,"63,027",fiction, $334.88 , $-   , $2.99 , $ 2 - 3 ,1019,"Amazon Digital Services,  Inc.","2,862"
2014,Being Mortal: Medicine and What Matters in the End,Atul Gawande,english,Famous,4.50,4.40,"56,510",fiction, $319.93 , $-   , $2.99 , $ 2 - 3 ,1237,"Amazon Digital Services,  Inc.",107
2015,A Court of Thorns and Roses,Sarabich J. Maas,english,Excellent,4.50,4.29,"167,848",nonfiction," $3,650.19 "," $2,190.11 ", $12.99 , $ 12 - 13 ,331,"Amazon Digital Services,  Inc.",281
2015,A Spool of Blue Thread,Anne Tyler,english,Novice,3.50,3.40,"42,339",fiction," $1,186.92 ", $712.15 , $10.99 , $ 10 - 11 ,1194,Penglishuin Group (USA) LLC,108
2015,All the Bright Places,"Jennifer Niven, ÙØ±Ø§Ù†Ú© Ù…Ø¹Ù†ÙˆÛŒ",english,Excellent,4.00,4.19,"132,087",fiction, $423.87 , $254.32 , $1.99 , $ 1 - 2 ,423,HarperCollins Publishers,"5,751"
2015,Pretty Girls,Karin Slaughter,english,Intermediate,4.00,3.95,"60,737",fiction, $226.86 , $-   , $1.99 , $ 1 - 2 ,952,"Amazon Digital Services,  Inc.","2,916"
2015,After You,Jojo Moyes,english,Intermediate,3.50,3.70,"99,342",fiction," $1,964.16 ", $-   , $0.99 , $ 0 - 1 ,36,"Amazon Digital Services,  Inc.","1,984"
2015,Modern Romance,"Aziz Ansari, Eric Klinenberg",english,Intermediate,4.00,3.85,"94,231",fiction, $157.41 , $-   , $0.99 , $ 0 - 1 ,571,"Amazon Digital Services,  Inc.","4,293"
2015,Det som inte dÃ¶dar oss,"David Lagercrantz, Stieg Larsson, George Goulding",english,Intermediate,3.50,3.73,"53,751",fiction, $121.77 , $73.06 , $0.99 , $ 0 - 1 ,736,Random House LLC,"45,144"
2015,Golden Son,Pierce Brown,english,Famous,4.50,4.46,"57,614",fiction, $112.86 , $-   , $0.99 , $ 0 - 1 ,946,"Amazon Digital Services,  Inc.","2,916"
2015,Finders Keepers,Stephen King,english,Excellent,4.00,4.03,"36,541",fiction, $107.91 , $-   , $0.99 , $ 0 - 1 ,1131,"Amazon Digital Services,  Inc.","4,280"
2015,"In a Dark, Dark Wood ",Ruth Ware,english,Intermediate,3.50,3.65,"67,344",fiction, $107.91 , $-   , $0.99 , $ 0 - 1 ,1153,"Amazon Digital Services,  Inc.","4,240"
2015,Luckiest Girl Alive,Jessica Knoll,english,Novice,3.50,3.48,"82,504",fiction," $2,007.60 "," $1,204.56 ", $9.56 , $ 9 - 10 ,430,Simon and Schuster Digital Sales Inc,"5,670"
2015,Why Not Me?,Mindy Kaling,english,Intermediate,4.00,3.89,"74,199",fiction," $1,598.40 ", $959.04 , $9.99 , $ 9 - 10 ,568,Random House LLC,"4,320"
2015,Go Set a Watchman,Harper Lee,english,Novice,3.50,3.31,"138,669",fiction," $47,795.00 "," $28,677.00 ", $8.69 , $ 8 - 9 ,3,"Amazon Digital Services,  Inc.","5,500"
2015,Dead Wake: The Last Crossing of the Lusitania,Erik Larson,english,Excellent,4.00,4.07,"61,439",fiction, $930.35 , $558.21 , $8.09 , $ 8 - 9 ,921,Penglishuin Group (USA) LLC,"2,916"
2015,Career of Evil,"Robert Galbraith, J.K. Rowling",english,Excellent,4.00,4.21,"66,979",fiction," $1,167.32 ", $700.39 , $7.58 , $ 7 - 8 ,595,Penglishuin Group (USA) LLC,"4,158"
2015,Grey,E.L. James,english - GB,Intermediate,4.00,3.76,"75,320",fiction," $1,134.72 ", $680.83 , $7.88 , $ 7 - 8 ,637,Hachette Book Group,"3,888"
2015,Fates and Furies,Lauren Groff,english,Intermediate,3.50,3.56,"66,085",fiction, $862.58 , $517.55 , $7.31 , $ 7 - 8 ,792,HarperCollins Publishers,"36,504"
2015,An Ember in the Ashes,Sabaa Tahir,english,Excellent,4.50,4.32,"45,492",fiction, $603.90 , $362.34 , $5.49 , $ 5 - 6 ,1106,HarperCollins Publishers,"4,320"
2015,Red Queen,Victoria Aveyard,english,Intermediate,4.00,4.08,"83,354",fiction," $19,960.00 ", $-   , $4.99 , $ 4 - 5 ,5,"Amazon Digital Services,  Inc.","4,000"
2015,The Heir,Kiera Cass,english,Intermediate,4.00,3.85,"111,044",fiction, $614.46 , $-   , $3.99 , $ 3 - 4 ,592,"Amazon Digital Services,  Inc.","4,158"
2015,Winter,Marissa Meyer,english,Famous,4.50,4.49,"100,464",nonfiction, $397.86 , $-   , $3.49 , $ 3 - 4 ,961,"Amazon Digital Services,  Inc.","2,889"
2015,Between the World and Me,Ta-Nehisi Coates,english,Famous,4.50,4.40,"74,218",fiction, $523.25 , $-   , $2.99 , $ 2 - 3 ,499,"Amazon Digital Services,  Inc.","4,725"
2015,A Little Life,Hanya Yanagiharabic,english,Excellent,4.50,4.27,"66,782",fiction, $355.81 , $213.49 , $2.99 , $ 2 - 3 ,766,"Amazon Digital Services,  Inc.","38,664"
2015,Queen of Shadows,Sarabich J. Maas,english,Famous,4.50,4.60,"99,067",fiction, $349.83 , $209.90 , $2.99 , $ 2 - 3 ,841,Macmillan,"33,048"
2015,"Everything, Everything","Nicola Yoon, David Yoon",english,Excellent,4.00,4.11,"132,552",fiction, $331.89 , $-   , $2.99 , $ 2 - 3 ,1081,"Amazon Digital Services,  Inc.","4,360"
2016,Truly Madly Guilty,Liane Moriarty,english,Intermediate,3.50,3.55,"90,477",fiction, $162.36 , $-   , $0.99 , $ 0 - 1 ,549,"Amazon Digital Services,  Inc.","4,428"
2016,The Woman in Cabin 10,Ruth Ware,english,Intermediate,3.50,3.67,"90,541",nonfiction, $109.89 , $65.93 , $0.99 , $ 0 - 1 ,1058,"Amazon Digital Services,  Inc.","4,400"
2016,The Nest,Cynthia D'Aprix Sweeney,english,Novice,3.50,3.45,"79,762",nonfiction," $1,508.49 ", $905.09 , $9.99 , $ 9 - 10 ,608,"Amazon Digital Services,  Inc.","4,077"
2016,A Court of Mist and Fury,Sarabich J. Maas,english,Famous,4.50,4.72,"108,384",fiction," $1,158.84 ", $695.30 , $9.99 , $ 9 - 10 ,900,Simon and Schuster Digital Sales Inc,"28,512"
2016,Behind Closed Doors,B.A. Paris,english,Intermediate,4.00,3.93,"57,865",fiction, $919.13 , $551.48 , $8.59 , $ 8 - 9 ,1201,Penglishuin Group (USA) LLC,107
2016,The Girls,Emma Cline,english,Novice,3.50,3.49,"76,761",fiction, $974.78 , $584.87 , $7.99 , $ 7 - 8 ,737,Random House LLC,"44,928"
2016,It Ends with Us,Colleen Hoover,english,Famous,4.50,4.44,"80,433",fiction, $747.93 , $448.76 , $6.99 , $ 6 - 7 ,1223,Penglishuin Group (USA) LLC,107
2016,The Underground Railroad,Colson Whitehead,english,Excellent,4.00,4.04,"72,052",fiction, $538.92 , $-   , $4.99 , $ 4 - 5 ,1195,"Amazon Digital Services,  Inc.",108
2016,When Breath Becomes Air,"Paul Kalanithi, Abraham Verghese",english,Excellent,4.50,4.32,"116,771",fiction," $1,041.39 ", $-   , $3.99 , $ 3 - 4 ,343,"Amazon Digital Services,  Inc.",261
2016,Hillbilly Elegy. A Memoir of a Family and Culture in Crisis,J.D. Vance,english,Intermediate,4.00,3.99,"80,737",fiction, $430.92 , $-   , $3.99 , $ 3 - 4 ,1169,"Amazon Digital Services,  Inc.",108
